student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category,study_hours_category,attendance_category
S05136,Male,15,High School,Low,Yes,Quiet,2.45,82.3,6.54,1.0,80.0,66.2,3,No,37.1,48.3,59.2,58.3,50.8,2.32,Pass,D,Moderate,Good
S05137,Female,16,High School,Medium,No,Moderate,2.31,100.0,5.76,4.4,100.0,55.5,1,No,67.9,52.1,51.9,49.0,54.0,2.43,Pass,D,Moderate,Excellent
S05138,Male,18,High School,High,Yes,Quiet,1.97,77.2,8.27,4.0,83.9,80.0,3,No,37.8,25.3,28.7,40.1,29.1,1.46,Fail,F,Low,Good
S05139,Female,16,High School,Medium,Yes,Moderate,2.56,100.0,5.82,3.5,66.7,62.4,2,No,52.0,45.0,27.9,51.1,45.4,2.08,Fail,F,Moderate,Excellent
S05140,Female,16,Master,High,Yes,Moderate,3.23,90.4,6.83,3.3,88.8,53.7,1,Yes,64.1,62.4,53.6,52.2,60.8,2.81,Pass,D,Moderate,Excellent
S05141,Female,17,Bachelor,Low,Yes,Quiet,3.77,90.2,7.74,1.4,54.6,66.3,1,Yes,60.4,55.8,40.3,48.5,51.3,1.95,Pass,D,Moderate,Excellent
S05142,Male,18,PhD,Medium,Yes,Moderate,2.1,87.4,7.67,2.7,95.9,75.9,2,No,45.3,46.3,45.1,57.5,44.9,1.99,Fail,F,Moderate,Good
S05143,Male,18,Bachelor,Medium,Yes,Moderate,3.45,95.5,7.42,3.0,73.6,75.4,3,No,41.2,37.2,42.9,44.7,43.4,1.86,Fail,F,Moderate,Excellent
S05144,Female,18,Bachelor,High,Yes,Noisy,3.73,96.0,6.33,2.6,77.3,49.2,2,Yes,46.0,43.1,43.0,48.9,42.6,1.93,Fail,F,Moderate,Excellent
S05145,Male,16,Bachelor,Low,Yes,Quiet,1.88,84.8,7.56,2.4,83.7,76.5,3,Yes,45.3,40.8,42.4,42.6,44.3,1.53,Fail,F,Low,Good
S05146,Male,15,PhD,Low,Yes,Quiet,3.08,80.7,7.01,4.5,75.3,48.1,2,No,51.6,46.6,40.5,44.4,45.5,1.54,Fail,F,Moderate,Good
S05147,Male,16,Bachelor,Low,Yes,Moderate,2.9,70.8,7.41,4.0,100.0,50.6,1,No,36.6,43.8,44.2,44.6,46.2,1.48,Fail,F,Moderate,Average
S05148,Male,18,Master,High,Yes,Moderate,3.09,93.1,8.37,3.8,75.8,90.1,3,No,70.5,75.2,65.6,70.2,72.4,3.12,Pass,C,Moderate,Excellent
S05149,Male,18,Master,Low,Yes,Moderate,2.36,85.7,5.81,3.9,87.8,44.2,2,No,56.1,49.1,53.3,46.7,51.7,1.79,Pass,D,Moderate,Good
S05150,Male,18,High School,Low,Yes,Noisy,2.84,76.6,7.39,2.8,88.4,33.9,2,No,45.4,33.5,39.8,47.6,42.6,1.46,Fail,F,Moderate,Good
S05151,Male,16,Bachelor,Medium,Yes,Moderate,3.04,79.2,7.14,4.2,80.6,76.6,1,No,54.8,59.7,31.2,56.7,49.7,1.8,Fail,F,Moderate,Good
S05152,Female,18,Master,Medium,Yes,Moderate,5.24,84.3,7.94,0.7,68.2,61.0,7,No,55.1,77.6,55.5,59.4,58.7,2.3,Pass,D,High,Good
S05153,Male,17,PhD,High,Yes,Noisy,3.05,75.2,8.78,2.6,45.8,64.1,4,No,48.3,43.7,47.1,39.4,40.8,1.72,Fail,F,Moderate,Good
S05154,Male,18,High School,High,Yes,Moderate,4.61,85.5,8.75,3.6,96.6,92.3,3,No,71.9,64.4,78.9,60.9,68.8,2.83,Pass,C,High,Good
S05155,Male,15,Bachelor,Medium,Yes,Quiet,4.7,68.8,7.84,3.3,64.5,86.0,1,Yes,49.0,63.0,54.0,61.5,53.5,2.12,Pass,D,High,Average
S05156,Male,17,Bachelor,High,Yes,Moderate,1.42,79.7,6.4,3.1,100.0,84.0,3,No,42.7,28.5,49.3,51.4,43.6,1.66,Fail,F,Low,Good
S05157,Male,18,High School,Medium,Yes,Moderate,2.65,73.4,6.58,3.9,70.7,70.4,2,No,41.4,46.4,44.0,32.7,40.8,1.47,Fail,F,Moderate,Average
S05158,Male,17,Bachelor,Low,Yes,Quiet,4.7,87.0,7.72,4.7,99.0,77.7,6,No,41.1,64.2,57.4,58.4,52.1,1.91,Pass,D,High,Good
S05159,Male,18,High School,High,Yes,Quiet,3.22,75.2,5.71,0.9,81.9,62.7,3,No,34.1,56.7,43.8,41.6,42.6,1.39,Fail,F,Moderate,Good
S05160,Male,15,High School,Medium,Yes,Quiet,2.86,79.4,6.77,3.0,100.0,60.9,2,Yes,40.7,39.1,42.5,38.7,42.3,1.46,Fail,F,Moderate,Good
S05161,Female,18,Bachelor,Medium,Yes,Quiet,3.9,100.0,6.26,1.4,85.7,69.9,2,No,47.3,49.5,49.7,66.3,55.3,2.73,Pass,D,Moderate,Excellent
S05162,Male,17,Bachelor,Medium,Yes,Noisy,4.28,93.6,5.82,4.1,87.2,79.1,0,No,71.0,77.4,67.2,61.8,70.7,3.03,Pass,C,High,Excellent
S05163,Male,15,Bachelor,Medium,Yes,Quiet,2.96,91.0,7.25,3.6,62.7,93.3,1,Yes,57.0,53.7,56.1,53.9,53.8,1.96,Pass,D,Moderate,Excellent
S05164,Male,16,Bachelor,Low,Yes,Quiet,2.67,98.0,7.79,1.0,91.4,86.1,2,Yes,56.4,56.9,64.7,51.2,56.0,2.66,Pass,D,Moderate,Excellent
S05165,Male,15,High School,Medium,Yes,Moderate,0.5,90.1,7.6,2.5,93.9,80.1,1,Yes,31.8,36.9,32.3,33.0,33.2,1.06,Fail,F,Low,Excellent
S05166,Female,15,High School,High,Yes,Moderate,3.06,71.0,7.12,0.2,82.6,68.3,5,Yes,52.3,59.0,46.3,62.0,51.7,2.0,Pass,D,Moderate,Average
S05167,Female,15,High School,Medium,Yes,Moderate,2.54,71.8,6.65,3.9,96.5,66.1,1,No,49.7,52.8,37.8,36.3,41.4,1.85,Fail,F,Moderate,Average
S05168,Female,17,High School,Low,Yes,Quiet,1.79,57.9,6.48,1.7,86.2,73.4,4,No,23.3,27.1,33.2,40.9,32.4,1.23,Fail,F,Low,Low
S05169,Female,15,Bachelor,High,Yes,Noisy,2.75,87.0,7.87,0.8,98.2,72.7,0,No,75.6,71.5,69.0,79.6,77.2,2.78,Pass,C,Moderate,Good
S05170,Female,18,Master,Low,No,Moderate,2.5,74.4,6.49,2.0,81.8,53.9,1,No,61.0,59.1,59.9,46.4,55.7,2.19,Pass,D,Moderate,Average
S05171,Female,15,High School,Medium,Yes,Moderate,3.2,79.3,6.46,3.4,96.7,64.4,2,No,59.8,57.8,54.0,67.2,58.2,1.94,Pass,D,Moderate,Good
S05172,Female,15,High School,Low,Yes,Noisy,2.67,81.8,7.41,2.9,84.0,70.4,2,Yes,51.4,50.6,53.4,55.5,54.7,2.34,Pass,D,Moderate,Good
S05173,Female,18,Bachelor,Low,Yes,Quiet,3.54,78.9,6.02,1.8,100.0,79.6,2,No,54.3,39.2,39.5,45.7,45.7,1.99,Fail,F,Moderate,Good
S05174,Female,18,High School,Medium,Yes,Noisy,3.21,84.7,7.09,2.3,75.0,69.0,2,No,41.3,49.3,42.3,64.7,49.7,2.08,Fail,F,Moderate,Good
S05175,Female,16,PhD,Medium,Yes,Moderate,4.53,82.2,6.47,2.1,78.6,98.9,0,No,60.2,50.0,56.3,61.1,59.9,2.25,Pass,D,High,Good
S05176,Female,15,Bachelor,High,Yes,Noisy,2.36,81.2,6.33,1.1,70.1,60.8,1,Yes,61.0,48.3,52.0,49.7,52.6,2.14,Pass,D,Moderate,Good
S05177,Female,17,High School,High,Yes,Quiet,5.14,69.5,6.75,0.0,74.2,73.7,2,Yes,92.3,75.4,90.3,95.1,87.7,3.23,Pass,B,High,Average
S05178,Female,15,High School,High,Yes,Noisy,4.28,87.4,7.75,2.5,72.2,68.2,4,No,51.0,57.3,73.6,61.7,63.7,1.94,Pass,D,High,Good
S05179,Female,15,Bachelor,Medium,Yes,Moderate,4.78,100.0,7.18,3.4,100.0,76.2,5,No,60.6,59.5,68.4,75.3,65.6,2.57,Pass,C,High,Excellent
S05180,Female,18,High School,Medium,Yes,Moderate,3.3,87.8,7.29,2.5,100.0,70.1,1,No,42.3,55.1,58.0,58.3,48.8,1.84,Fail,F,Moderate,Good
S05181,Female,16,High School,High,Yes,Moderate,2.66,100.0,7.76,5.6,78.2,65.4,2,No,42.5,50.2,39.4,53.2,45.3,2.24,Fail,F,Moderate,Excellent
S05182,Male,15,High School,Medium,Yes,Noisy,2.35,79.3,7.62,1.6,100.0,78.3,1,No,33.9,48.1,52.6,50.7,46.9,1.65,Fail,F,Moderate,Good
S05183,Female,17,Master,Medium,Yes,Moderate,5.1,82.5,6.82,2.4,77.6,57.7,3,No,57.7,55.0,64.5,67.6,62.7,2.23,Pass,D,High,Good
S05184,Male,15,Bachelor,Medium,Yes,Moderate,4.32,84.8,7.56,3.2,86.5,50.3,2,No,53.8,73.2,51.5,59.8,63.0,2.27,Pass,D,High,Good
S05185,Female,17,High School,Medium,Yes,Moderate,1.79,83.3,6.83,3.2,100.0,84.4,1,Yes,35.1,53.9,39.1,51.6,46.9,2.18,Fail,F,Low,Good
S05186,Female,18,Bachelor,Medium,Yes,Quiet,4.17,96.6,7.44,2.1,76.5,70.3,2,No,52.4,70.4,46.1,52.2,55.8,1.78,Pass,D,High,Excellent
S05187,Male,16,Bachelor,Medium,Yes,Quiet,2.01,63.1,8.04,2.4,65.0,92.6,1,No,32.1,33.9,35.3,29.0,34.2,1.75,Fail,F,Moderate,Average
S05188,Female,15,Bachelor,Medium,Yes,Moderate,3.39,80.5,7.52,2.4,87.1,70.1,0,No,48.5,54.4,56.1,66.3,54.5,1.97,Pass,D,Moderate,Good
S05189,Male,16,High School,Medium,Yes,Quiet,3.99,100.0,5.75,3.5,67.9,48.2,0,Yes,47.5,52.4,69.2,66.5,58.9,1.87,Pass,D,Moderate,Excellent
S05190,Male,15,Bachelor,Medium,Yes,Noisy,4.75,80.0,6.5,1.5,80.5,76.3,2,No,62.8,65.3,65.4,66.4,65.2,2.88,Pass,C,High,Good
S05191,Male,17,PhD,High,Yes,Moderate,3.29,94.3,7.65,0.0,84.9,43.1,0,Yes,62.9,67.7,66.0,65.7,65.8,2.38,Pass,C,Moderate,Excellent
S05192,Female,16,High School,High,Yes,Moderate,2.84,91.0,4.84,2.0,90.2,45.9,3,Yes,56.8,50.1,44.8,61.8,55.5,1.99,Pass,D,Moderate,Excellent
S05193,Female,15,High School,Low,Yes,Quiet,3.05,84.3,7.32,5.0,90.4,70.3,1,Yes,53.2,54.3,60.7,68.8,59.1,2.49,Pass,D,Moderate,Good
S05194,Female,18,High School,Low,Yes,Moderate,4.28,88.2,7.27,3.7,84.6,73.0,2,Yes,61.1,62.4,54.4,60.1,57.4,2.22,Pass,D,High,Good
S05195,Male,17,High School,Medium,Yes,Noisy,3.95,84.1,9.73,0.1,92.9,72.0,0,No,41.9,63.7,49.6,44.2,46.8,1.93,Fail,F,Moderate,Good
S05196,Male,16,High School,Medium,Yes,Moderate,2.98,63.7,7.43,3.5,100.0,58.6,0,Yes,54.4,34.9,44.8,35.5,38.8,0.98,Fail,F,Moderate,Average
S05197,Female,15,Master,Low,Yes,Quiet,0.76,89.6,6.89,2.8,92.8,58.1,1,No,28.5,48.7,43.5,47.5,42.4,1.75,Fail,F,Low,Good
S05198,Female,16,Master,Medium,Yes,Quiet,0.5,78.8,8.16,1.9,95.9,100.0,2,No,40.2,39.0,39.7,24.3,35.9,1.58,Fail,F,Low,Good
S05199,Female,15,High School,High,Yes,Moderate,3.27,71.2,6.66,0.9,66.7,53.1,0,No,55.7,44.9,64.8,57.3,54.8,1.92,Pass,D,Moderate,Average
S05200,Female,17,Bachelor,Medium,Yes,Moderate,1.58,88.9,7.04,1.3,83.4,57.9,0,No,48.0,52.5,47.0,47.6,50.2,2.33,Pass,D,Low,Good
S05201,Female,18,Bachelor,Medium,Yes,Quiet,2.37,88.2,7.09,1.7,86.3,91.8,2,No,56.7,38.1,68.0,41.4,46.9,1.63,Fail,F,Moderate,Good
S05202,Male,17,Bachelor,Medium,No,Moderate,2.73,94.8,7.6,5.3,100.0,57.9,3,No,27.1,55.7,34.6,50.0,42.2,1.77,Fail,F,Moderate,Excellent
S05203,Male,16,Bachelor,Medium,Yes,Noisy,5.49,82.4,6.08,3.5,47.1,66.1,2,No,44.2,50.5,41.1,37.1,42.5,1.71,Fail,F,High,Good
S05204,Male,16,High School,Low,Yes,Quiet,3.15,93.6,7.83,1.4,93.4,70.6,3,No,72.0,53.5,46.1,72.1,62.6,2.6,Pass,D,Moderate,Excellent
S05205,Female,15,Bachelor,Medium,Yes,Moderate,3.86,85.2,6.47,1.7,88.3,64.8,2,No,67.6,61.5,62.9,59.3,63.6,2.16,Pass,D,Moderate,Good
S05206,Male,17,Bachelor,Low,Yes,Noisy,3.61,88.5,9.06,2.4,91.1,87.2,0,No,73.5,69.1,65.1,73.4,69.9,2.62,Pass,C,Moderate,Good
S05207,Male,15,Master,Medium,Yes,Noisy,0.5,89.3,5.49,1.9,59.6,85.2,1,Yes,47.8,49.2,30.3,54.0,49.4,1.62,Fail,F,Low,Good
S05208,Male,17,Master,Medium,Yes,Quiet,2.52,71.7,6.24,2.5,83.0,81.7,1,Yes,63.4,58.9,68.5,48.6,58.5,2.4,Pass,D,Moderate,Average
S05209,Male,16,High School,Medium,Yes,Quiet,1.54,88.8,4.97,2.3,100.0,91.8,0,Yes,43.2,35.9,55.9,30.3,38.4,1.23,Fail,F,Low,Good
S05210,Male,15,High School,Medium,Yes,Noisy,5.07,86.0,9.96,2.6,62.8,68.2,3,No,55.4,52.6,63.7,81.7,62.4,2.73,Pass,D,High,Good
S05211,Female,15,Master,Medium,Yes,Quiet,0.82,82.3,5.77,0.0,90.8,89.1,1,Yes,31.0,40.2,40.2,26.7,37.7,1.57,Fail,F,Low,Good
S05212,Male,17,Bachelor,Low,Yes,Moderate,2.5,86.1,7.76,3.7,71.3,77.1,6,No,41.0,44.7,49.4,45.3,41.7,2.04,Fail,F,Moderate,Good
S05213,Female,18,Master,Low,Yes,Moderate,2.69,100.0,7.73,1.7,100.0,56.4,2,No,58.7,43.5,59.1,63.3,56.3,2.52,Pass,D,Moderate,Excellent
S05214,Female,17,High School,Medium,Yes,Moderate,1.82,65.8,6.09,3.9,92.6,77.4,0,Yes,21.0,25.0,36.4,21.2,26.3,0.74,Fail,F,Low,Average
S05215,Female,18,Bachelor,Low,Yes,Quiet,3.12,83.7,7.77,5.8,87.2,63.4,4,Yes,48.5,38.7,30.9,50.4,41.5,1.72,Fail,F,Moderate,Good
S05216,Female,17,Bachelor,Low,No,Noisy,2.95,93.1,5.93,0.3,68.9,47.4,3,Yes,30.9,31.3,41.2,40.0,35.4,1.23,Fail,F,Moderate,Excellent
S05217,Female,16,Master,Medium,Yes,Quiet,3.2,72.5,6.19,2.6,77.8,47.4,1,No,64.1,67.0,46.7,44.3,57.9,1.6,Pass,D,Moderate,Average
S05218,Male,15,High School,Medium,Yes,Moderate,3.6,88.7,5.44,1.9,74.6,55.5,2,No,30.0,44.7,30.3,37.5,35.0,1.75,Fail,F,Moderate,Good
S05219,Male,17,High School,Medium,Yes,Moderate,3.28,88.0,7.67,3.1,66.9,93.4,3,No,44.8,42.1,48.8,50.1,45.7,1.9,Fail,F,Moderate,Good
S05220,Female,16,Bachelor,Medium,Yes,Quiet,3.46,69.1,5.04,0.0,77.8,29.2,3,Yes,48.5,42.7,33.6,50.6,44.5,1.76,Fail,F,Moderate,Average
S05221,Female,17,Master,High,Yes,Quiet,4.33,79.2,7.39,2.0,50.8,66.0,4,No,60.1,56.2,51.5,58.1,55.0,2.17,Pass,D,High,Good
S05222,Female,15,Master,High,Yes,Noisy,1.02,100.0,6.88,1.3,90.9,78.2,1,No,57.2,56.4,56.2,39.7,49.3,2.05,Fail,F,Low,Excellent
S05223,Male,17,PhD,Medium,No,Moderate,3.84,69.1,8.74,4.9,73.8,67.8,2,No,57.3,50.2,64.3,58.8,57.6,2.27,Pass,D,Moderate,Average
S05224,Female,18,PhD,High,Yes,Moderate,1.75,80.6,7.03,5.3,69.4,64.8,3,No,36.7,27.1,25.4,39.6,35.0,1.08,Fail,F,Low,Good
S05225,Male,15,High School,Medium,Yes,Moderate,2.23,83.3,7.85,2.1,58.5,57.9,0,No,36.9,44.9,42.7,34.8,40.0,1.4,Fail,F,Moderate,Good
S05226,Female,18,High School,High,Yes,Quiet,3.15,85.0,7.51,0.8,86.3,92.1,1,No,50.6,48.7,49.7,50.3,50.0,1.69,Pass,F,Moderate,Good
S05227,Male,16,High School,Medium,No,Moderate,3.49,80.9,6.9,1.2,100.0,63.2,2,No,43.8,46.8,48.8,44.3,46.1,1.93,Fail,F,Moderate,Good
S05228,Female,16,High School,Medium,Yes,Quiet,3.63,85.8,8.11,2.6,75.5,51.6,3,No,58.8,50.8,67.1,63.3,57.2,2.03,Pass,D,Moderate,Good
S05229,Male,17,Master,Medium,Yes,Moderate,1.87,84.6,7.38,0.4,100.0,62.6,2,Yes,47.3,40.2,44.5,37.6,44.5,1.78,Fail,F,Low,Good
S05230,Female,18,Master,Medium,Yes,Quiet,4.96,92.1,7.9,3.3,88.7,74.0,4,Yes,63.1,69.5,80.5,51.3,67.9,3.04,Pass,C,High,Excellent
S05231,Male,18,High School,Medium,Yes,Noisy,2.5,93.4,6.07,2.2,77.6,58.5,3,No,26.9,36.3,30.5,46.8,35.1,1.23,Fail,F,Moderate,Excellent
S05232,Male,15,Bachelor,Low,Yes,Moderate,2.14,89.4,7.53,3.0,100.0,76.2,1,No,48.8,34.0,47.2,41.6,41.1,1.52,Fail,F,Moderate,Good
S05233,Male,18,Master,Low,Yes,Quiet,1.47,87.4,7.8,3.1,54.1,69.4,0,No,42.6,46.0,49.7,37.7,44.0,1.41,Fail,F,Low,Good
S05234,Male,18,Bachelor,Medium,Yes,Quiet,1.36,69.4,5.91,4.6,82.2,75.5,0,Yes,37.4,34.0,32.5,35.5,34.2,1.66,Fail,F,Low,Average
S05235,Male,15,High School,High,Yes,Quiet,1.32,86.2,6.93,3.5,74.7,91.1,2,No,27.0,27.6,19.7,25.1,24.0,0.61,Fail,F,Low,Good
S05236,Male,15,Bachelor,Medium,Yes,Noisy,3.38,96.1,5.26,2.9,84.8,43.2,2,Yes,51.7,37.2,39.9,31.2,35.4,1.19,Fail,F,Moderate,Excellent
S05237,Male,18,High School,Medium,Yes,Quiet,3.73,68.9,5.41,2.9,62.7,63.7,4,No,38.2,43.5,40.4,37.5,40.4,1.54,Fail,F,Moderate,Average
S05238,Female,17,Bachelor,Medium,Yes,Moderate,1.96,71.8,6.94,0.0,92.1,56.7,1,Yes,43.5,53.1,50.7,56.6,52.1,2.33,Pass,D,Low,Average
S05239,Female,15,Bachelor,Low,Yes,Quiet,1.63,99.9,8.8,2.8,55.6,59.1,2,No,35.3,34.6,31.9,46.7,37.5,1.53,Fail,F,Low,Excellent
S05240,Female,15,High School,Medium,Yes,Noisy,2.75,70.0,8.88,3.4,89.7,71.8,2,No,30.1,18.8,38.4,32.6,30.9,1.36,Fail,F,Moderate,Average
S05241,Female,18,PhD,Medium,Yes,Moderate,3.12,84.0,6.7,2.3,72.4,69.7,0,Yes,64.8,44.5,43.9,43.0,49.5,2.43,Fail,F,Moderate,Good
S05242,Female,18,Bachelor,High,Yes,Quiet,3.32,79.5,6.05,5.0,86.9,44.5,1,Yes,47.0,38.2,50.4,54.2,46.5,1.91,Fail,F,Moderate,Good
S05243,Male,15,Bachelor,Low,Yes,Moderate,1.84,99.3,7.93,0.3,69.4,52.0,3,No,44.8,55.9,47.3,54.8,51.8,1.96,Pass,D,Low,Excellent
S05244,Male,18,PhD,Medium,Yes,Noisy,2.8,88.0,5.0,1.4,67.2,86.6,2,No,53.2,43.3,56.3,50.0,50.4,1.78,Pass,D,Moderate,Good
S05245,Male,15,High School,Low,Yes,Moderate,4.88,92.9,6.6,1.5,100.0,49.5,2,No,64.6,64.9,78.3,71.2,66.6,2.93,Pass,C,High,Excellent
S05246,Male,17,High School,Low,Yes,Moderate,1.57,85.6,6.25,2.5,100.0,80.3,0,No,26.7,44.1,49.0,52.5,42.8,1.37,Fail,F,Low,Good
S05247,Male,17,Master,Medium,Yes,Quiet,2.97,100.0,6.91,1.5,62.8,41.0,2,Yes,45.0,52.7,56.1,56.3,49.3,1.86,Fail,F,Moderate,Excellent
S05248,Female,15,High School,Medium,Yes,Quiet,3.6,77.6,8.38,0.6,82.4,45.6,1,No,54.8,58.0,75.4,52.3,62.4,2.31,Pass,D,Moderate,Good
S05249,Female,15,Master,Low,Yes,Quiet,1.84,88.4,4.41,2.0,91.6,77.7,2,No,46.4,53.7,44.6,55.6,51.0,1.83,Pass,D,Low,Good
S05250,Female,16,High School,Low,Yes,Moderate,3.73,97.6,7.31,4.0,79.0,92.4,3,No,54.9,50.2,52.6,48.2,51.4,1.84,Pass,D,Moderate,Excellent
S05251,Female,16,High School,Medium,Yes,Moderate,1.39,99.8,7.34,3.6,79.5,84.5,0,No,42.7,49.0,40.6,29.6,42.9,1.41,Fail,F,Low,Excellent
S05252,Male,18,Bachelor,High,Yes,Noisy,3.76,82.3,6.94,1.5,90.8,62.2,0,No,30.5,46.2,43.6,41.4,39.4,1.87,Fail,F,Moderate,Good
S05253,Male,18,High School,Medium,Yes,Moderate,3.05,64.7,7.29,1.9,88.2,58.7,4,No,39.6,36.2,40.8,44.4,38.2,2.12,Fail,F,Moderate,Average
S05254,Male,15,Master,Medium,Yes,Quiet,1.3,81.2,7.51,1.3,73.3,76.4,1,Yes,52.9,51.8,42.0,54.5,45.7,2.3,Fail,F,Low,Good
S05255,Female,15,Bachelor,Low,Yes,Moderate,3.83,100.0,7.16,0.6,87.9,45.5,2,Yes,47.0,50.9,57.7,60.5,53.9,2.16,Pass,D,Moderate,Excellent
S05256,Male,16,Master,High,Yes,Moderate,1.92,77.4,4.96,3.1,76.0,76.6,2,No,34.9,20.9,17.1,23.1,27.5,1.04,Fail,F,Low,Good
S05257,Female,16,Master,Medium,Yes,Moderate,2.82,87.9,6.11,0.6,74.7,61.6,0,No,54.5,52.5,41.2,52.3,47.9,1.95,Fail,F,Moderate,Good
S05258,Male,15,High School,High,Yes,Moderate,3.76,81.9,8.6,3.5,69.0,94.4,3,No,58.7,70.2,65.1,57.7,63.6,2.34,Pass,D,Moderate,Good
S05259,Male,17,Master,Low,Yes,Quiet,1.84,84.3,5.83,5.2,69.0,74.4,2,No,42.0,27.8,28.1,32.1,30.1,0.72,Fail,F,Low,Good
S05260,Female,17,Bachelor,Medium,Yes,Quiet,2.37,98.1,7.08,3.1,83.9,67.4,3,No,65.3,76.3,64.4,70.4,69.9,2.88,Pass,C,Moderate,Excellent
S05261,Male,18,Bachelor,Medium,No,Moderate,4.35,87.5,6.28,3.4,57.0,73.4,1,No,62.5,67.3,61.9,58.2,65.2,2.89,Pass,C,High,Good
S05262,Male,15,Master,Low,Yes,Quiet,0.52,100.0,7.59,3.4,56.6,64.6,2,No,41.1,29.0,32.9,39.4,37.7,1.53,Fail,F,Low,Excellent
S05263,Female,15,Bachelor,Low,Yes,Moderate,4.7,94.8,6.8,1.8,77.5,77.4,1,Yes,68.0,68.2,67.1,47.9,61.6,2.36,Pass,D,High,Excellent
S05264,Male,18,Bachelor,Medium,Yes,Quiet,1.24,86.3,7.65,3.1,80.1,56.7,1,No,43.0,34.6,29.8,47.9,37.3,1.42,Fail,F,Low,Good
S05265,Female,16,Bachelor,Medium,Yes,Noisy,2.16,84.1,7.38,3.0,64.3,86.1,1,No,37.0,35.8,52.6,41.9,43.2,1.63,Fail,F,Moderate,Good
S05266,Male,16,High School,Low,Yes,Noisy,3.34,88.3,6.61,1.6,100.0,64.6,2,Yes,49.6,60.7,59.6,57.8,59.2,2.51,Pass,D,Moderate,Good
S05267,Male,17,High School,Medium,No,Noisy,3.72,72.7,4.77,0.0,68.8,82.5,3,Yes,57.1,44.8,59.3,63.8,57.5,2.3,Pass,D,Moderate,Average
S05268,Male,15,Bachelor,Low,Yes,Noisy,3.36,74.4,6.13,0.9,70.2,81.5,1,No,34.6,59.9,58.7,54.3,51.8,2.43,Pass,D,Moderate,Average
S05269,Male,16,High School,Low,Yes,Noisy,3.06,92.6,5.79,1.1,68.9,72.3,1,No,50.2,57.3,64.2,53.8,55.8,2.23,Pass,D,Moderate,Excellent
S05270,Male,17,High School,Medium,Yes,Moderate,2.48,94.2,5.79,3.3,94.2,80.4,1,No,47.9,49.8,45.2,45.5,48.5,2.12,Fail,F,Moderate,Excellent
S05271,Male,17,High School,Medium,Yes,Noisy,4.87,71.8,7.5,0.3,100.0,63.3,6,No,48.4,60.3,54.6,66.5,59.2,2.13,Pass,D,High,Average
S05272,Male,17,Bachelor,Medium,Yes,Moderate,3.93,93.6,9.02,5.3,65.5,79.7,1,No,36.3,40.4,40.0,26.2,36.4,1.53,Fail,F,Moderate,Excellent
S05273,Male,16,High School,Medium,Yes,Noisy,4.41,83.2,4.53,4.9,92.6,46.0,1,No,46.4,57.6,64.5,60.9,58.0,2.47,Pass,D,High,Good
S05274,Female,16,Master,Medium,Yes,Quiet,2.49,76.7,5.49,4.1,84.0,54.2,0,No,60.4,64.1,62.4,66.6,62.0,2.34,Pass,D,Moderate,Good
S05275,Female,15,High School,Medium,Yes,Moderate,0.5,81.9,7.23,1.7,68.6,67.3,4,No,38.8,24.6,31.2,37.7,31.1,0.73,Fail,F,Low,Good
S05276,Male,15,Bachelor,High,Yes,Noisy,4.22,93.9,6.75,0.0,84.0,41.6,3,Yes,61.6,44.3,69.6,60.5,62.8,2.73,Pass,D,High,Excellent
S05277,Male,17,Bachelor,Medium,Yes,Moderate,3.43,91.1,7.45,3.7,60.2,71.3,5,No,52.6,44.3,46.5,50.3,49.9,2.08,Fail,F,Moderate,Excellent
S05278,Female,17,Bachelor,Medium,No,Quiet,3.22,88.0,6.95,1.4,76.2,100.0,2,No,60.8,61.5,62.7,57.0,60.3,2.02,Pass,D,Moderate,Good
S05279,Male,16,High School,Low,No,Moderate,2.32,88.8,8.32,3.7,65.0,59.3,1,Yes,42.7,44.8,41.5,45.3,40.9,1.28,Fail,F,Moderate,Good
S05280,Male,16,PhD,Medium,Yes,Moderate,2.58,73.6,7.57,3.4,75.0,70.7,4,No,47.9,40.8,51.2,46.8,46.5,1.55,Fail,F,Moderate,Average
S05281,Female,15,Master,Medium,Yes,Moderate,2.28,90.5,7.88,1.8,81.0,55.6,5,Yes,60.3,49.5,60.4,61.1,56.3,2.25,Pass,D,Moderate,Excellent
S05282,Male,15,Master,Medium,Yes,Moderate,3.05,80.4,8.02,0.7,100.0,86.2,3,No,56.7,34.4,42.7,52.4,46.8,2.13,Fail,F,Moderate,Good
S05283,Male,18,Master,Medium,Yes,Quiet,1.64,100.0,5.81,2.8,80.8,66.7,2,No,45.7,47.2,43.1,58.6,48.4,2.45,Fail,F,Low,Excellent
S05284,Female,15,Bachelor,Low,No,Noisy,3.92,81.2,7.59,0.1,65.1,69.8,2,No,52.7,52.0,62.8,49.0,49.7,2.11,Fail,F,Moderate,Good
S05285,Male,16,Bachelor,Low,Yes,Moderate,5.44,100.0,7.64,2.9,80.2,66.8,4,Yes,57.8,69.5,57.5,52.0,59.1,2.74,Pass,D,High,Excellent
S05286,Male,17,Bachelor,Low,Yes,Quiet,2.28,83.4,6.66,3.2,48.9,66.1,1,No,36.5,36.3,39.5,51.9,41.9,1.76,Fail,F,Moderate,Good
